ts_code,trade_date,total_mv,float_mv,total_share,float_share,free_share,turnover_rate,turnover_rate_f,pe,pe_ttm,pb
000001.SH,20160601,29080382130681.0,21504320404313.0,3782368743022.0,2791018708237.0,970769339719.0,0.67,1.94,14.16,14.27,1.51
000001.SH,20160602,29189419667016.0,21569248588550.0,3783393346311.0,2791121078237.0,970851390719.0,0.57,1.64,14.21,14.32,1.52
000001.SH,20160603,29322941761731.0,21660475632712.0,3788413807195.0,2791833810957.0,972270666988.0,0.62,1.77,14.28,14.38,1.52
000001.SH,20160606,29284839868066.0,21630088338428.0,3788665159337.0,2795944735252.0,974683510069.0,0.51,1.45,14.26,14.37,1.52
000001.SH,20160607,29307812673312.0,21609120770847.0,3792187727063.0,2796179862007.0,974797827838.0,0.48,1.36,14.27,14.38,1.52
000001.SH,20160608,29225804319914.0,21570753139854.0,3793242801049.0,2799143911218.0,977271415055.0,0.51,1.46,14.23,14.34,1.52
000001.SH,20160613,28344340635102.0,20913667470638.0,3796368265007.0,2800290991976.0,978216189441.0,0.6,1.73,13.8,13.9,1.47
000001.SH,20160614,28446616899577.0,20997626407451.0,3796636601307.0,2801586413856.0,979334647009.0,0.43,1.22,13.85,13.95,1.48
000001.SH,20160615,28850033308365.0,21261629172043.0,3800220438507.0,2801607038856.0,979048411215.0,0.59,1.7,14.05,14.15,1.5
000001.SH,20160616,28707323263292.0,21157514325067.0,3802095991428.0,2803970892375.0,980210927275.0,0.62,1.77,13.98,14.08,1.49
000001.SH,20160617,28823532441348.0,21258891423580.0,3802485360428.0,2805657694797.0,981286990825.0,0.61,1.74,14.04,14.14,1.5
000001.SH,20160620,28861080083805.0,21266363289382.0,3804555610501.0,2807412070491.0,983100831973.0,0.49,1.39,14.05,14.16,1.5
000001.SH,20160621,28785206134190.0,21241070917336.0,3805822273896.0,2810348804608.0,984912424517.0,0.58,1.67,14.02,14.12,1.5
000001.SH,20160622,29081810790420.0,21439577035007.0,3809831571235.0,2811711583463.0,985996403790.0,0.46,1.32,14.16,14.26,1.51
000001.SH,20160623,28973878071178.0,21298605628127.0,3816953209343.0,2812794525070.0,986435641113.0,0.48,1.38,14.1,14.21,1.51
000001.SH,20160624,28599866186063.0,21063665988435.0,3819039068139.0,2818773165514.0,989919136654.0,0.68,1.92,13.92,14.02,1.48
000001.SH,20160627,28988728861916.0,21404608884430.0,3820991938911.0,2823185093029.0,993137161905.0,0.55,1.57,14.11,14.21,1.5
000001.SH,20160628,29144898645050.0,21525975142740.0,3821647409985.0,2824482745025.0,993790978322.0,0.61,1.75,14.19,14.29,1.51
000001.SH,20160629,29360577541020.0,21677851138607.0,3823528560677.0,2825637726302.0,996019126278.0,0.68,1.94,14.29,14.39,1.52
000001.SH,20160630,29285625290004.0,21705866349520.0,3825475600029.0,2828966118053.0,997961143690.0,0.55,1.55,14.25,14.36,1.52
000001.SH,20160701,29320967091786.0,21751206257341.0,3825716464195.0,2830954100523.0,999689090967.0,0.5,1.41,14.27,14.37,1.52
000001.SH,20160704,29869513130510.0,22177765598287.0,3825994349011.0,2831608929098.0,1000004852020.0,0.78,2.22,14.54,14.64,1.55
000001.SH,20160705,30043430272041.0,22295329926826.0,3827321758780.0,2831620526005.0,1000007426394.0,0.83,2.35,14.62,14.73,1.56
000001.SH,20160706,30135886144510.0,22350862259907.0,3832711317058.0,2831620526005.0,1000009696394.0,0.75,2.12,14.67,14.77,1.56
000001.SH,20160707,30151669083227.0,22341768318130.0,3837395090175.0,2834798226701.0,1001350950480.0,0.78,2.22,14.67,14.78,1.57
000001.SH,20160708,29852185363019.0,22119991106266.0,3838265090175.0,2838425268004.0,1004079708791.0,0.59,1.68,14.53,14.63,1.56
000001.SH,20160711,29935882282832.0,22173424895706.0,3841584329848.0,2838719978624.0,1004123203047.0,0.79,2.23,14.57,14.68,1.56
000001.SH,20160712,30508961777871.0,22602264414510.0,3841813220284.0,2841279424572.0,1005988641246.0,0.91,2.58,14.85,14.95,1.59
000001.SH,20160713,30644202235408.0,22685433033364.0,3842048720872.0,2841380031253.0,1006105356555.0,0.89,2.52,14.91,15.02,1.6
000001.SH,20160714,30564079573829.0,22639181003600.0,3842026789122.0,2842676151399.0,1007509437711.0,0.63,1.79,14.87,14.98,1.6
000001.SH,20160715,30591629011965.0,22631355473505.0,3843697410354.0,2843187412508.0,1007603998820.0,0.61,1.71,14.89,14.99,1.6
000001.SH,20160718,30521120212949.0,22605036825587.0,3843769170354.0,2846027349880.0,1009795840201.0,0.62,1.76,14.85,14.97,1.6
000001.SH,20160719,30433828845958.0,22537877037258.0,3844059853409.0,2846059298265.0,1009901804470.0,0.54,1.53,14.81,14.93,1.59
000001.SH,20160720,30383974417822.0,22483651396758.0,3845835563188.0,2846424989210.0,1010895971688.0,0.49,1.37,14.78,14.9,1.59
000001.SH,20160721,30497672475596.0,22576646690112.0,3846364003056.0,2846953429078.0,1011433540697.0,0.57,1.62,14.83,14.96,1.6
000001.SH,20160722,30236537940949.0,22394924018205.0,3846820683056.0,2846953429078.0,1011311808775.0,0.57,1.6,14.71,14.87,1.58
000001.SH,20160725,30267386575541.0,22417447556836.0,3847796941605.0,2847180209078.0,1011480398595.0,0.51,1.42,14.72,14.91,1.59
000001.SH,20160726,30606620362630.0,22671292221122.0,3849249857711.0,2847447032410.0,1011514494363.0,0.55,1.55,14.89,15.07,1.6
000001.SH,20160727,30116365047471.0,22306223545009.0,3851500514805.0,2848939432410.0,1012271372561.0,0.98,2.76,14.65,14.83,1.58
000001.SH,20160728,30120518991875.0,22322502502947.0,3851797794805.0,2848939432410.0,1012364178036.0,0.67,1.88,14.65,14.82,1.58
000001.SH,20160729,30003947522723.0,22215259486528.0,3853498395908.0,2849688192517.0,1012860032831.0,0.53,1.48,14.59,14.78,1.57
000001.SH,20160801,29781377022098.0,22033761033766.0,3860786611908.0,2849742412517.0,1013224516537.0,0.52,1.45,14.49,14.69,1.56
000001.SH,20160802,29947306672270.0,22171319147147.0,3860859720395.0,2854128123591.0,1014643394601.0,0.4,1.13,14.57,14.76,1.57
000001.SH,20160803,30000855804699.0,22206242222526.0,3860923429485.0,2854125905451.0,1014640576461.0,0.49,1.39,14.59,14.8,1.57
000001.SH,20160804,30023464231607.0,22230597025341.0,3860979172828.0,2854125921818.0,1014640580212.0,0.47,1.32,14.6,14.81,1.57
000001.SH,20160805,29984989798805.0,22200356774205.0,3861575069944.0,2854125922358.0,1014659741386.0,0.48,1.34,14.58,14.79,1.57
000001.SH,20160808,30252938349818.0,22407554688258.0,3861575069944.0,2855782617221.0,1015064868376.0,0.53,1.49,14.72,14.92,1.58
000001.SH,20160809,30464657420332.0,22562759311774.0,3862412279246.0,2855782617221.0,1015064868376.0,0.58,1.63,14.82,15.03,1.59
000001.SH,20160810,30404673306852.0,22491353822201.0,3866631287941.0,2855782617221.0,1015071709576.0,0.56,1.58,14.79,15.0,1.59
000001.SH,20160811,30300508361419.0,22411972941774.0,3868146677833.0,2859529292221.0,1016485135136.0,0.55,1.56,14.74,14.94,1.58
000001.SH,20160812,30811566831287.0,22778008935365.0,3868146677833.0,2861344787380.0,1018917311318.0,0.57,1.61,14.99,15.19,1.61
000001.SH,20160815,31564420669932.0,23331761921813.0,3868280827833.0,2861693224214.0,1019124060475.0,1.02,2.87,15.35,15.56,1.65
000001.SH,20160816,31526812842282.0,23211544615104.0,3879969953756.0,2862847674214.0,1020278510475.0,0.97,2.72,15.26,15.45,1.64
000001.SH,20160817,31512960634373.0,23207399475166.0,3880408241770.0,2862952544176.0,1020306690635.0,0.75,2.09,15.26,15.43,1.64
000001.SH,20160818,31465645285212.0,23167892767992.0,3881322676710.0,2863133150933.0,1020576120128.0,0.8,2.24,15.23,15.37,1.64
000001.SH,20160819,31516034356752.0,23208927405512.0,3881651741682.0,2863145929564.0,1019885661284.0,0.68,1.9,15.26,15.39,1.64
000001.SH,20160822,31337417671565.0,23081679366989.0,3883473326257.0,2868761144683.0,1019563686830.0,0.64,1.81,15.17,15.34,1.63
000001.SH,20160823,31461890966440.0,23138188107050.0,3885542660200.0,2870036459357.0,1020841848774.0,0.56,1.57,15.22,15.43,1.63
000001.SH,20160824,31435295047118.0,23104574422078.0,3885921481187.0,2870077149357.0,1020874022529.0,0.5,1.4,15.21,15.39,1.63
000001.SH,20160825,31276326854408.0,22970549879644.0,3886349608911.0,2870088671960.0,1021138444710.0,0.6,1.68,15.13,15.32,1.62
000001.SH,20160826,31278230965958.0,22986557588143.0,3886448035911.0,2870882554312.0,1020417059938.0,0.52,1.45,15.13,15.47,1.61
000001.SH,20160829,31290863419524.0,22990449593446.0,3888121523050.0,2871347857361.0,1020790062546.0,0.5,1.4,15.13,15.57,1.61
000001.SH,20160830,31385645579930.0,23031328658426.0,3894672891491.0,2871847857361.0,1020982849099.0,0.49,1.37,15.16,15.68,1.62
000001.SH,20160831,31510662673724.0,23123338143998.0,3895237413194.0,2876194133902.0,1027573829638.0,0.49,1.37,15.22,15.74,1.62
000001.SH,20160901,31326079747607.0,22978486289730.0,3896064948820.0,2876772530886.0,1028165426924.0,0.54,1.5,15.13,15.65,1.6
000001.SH,20160902,31401976533065.0,23022958740410.0,3896907228469.0,2876940069732.0,1028449826574.0,0.52,1.46,15.16,15.68,1.61
000001.SH,20160905,31453464408359.0,23063079703084.0,3897445626012.0,2876975464839.0,1028551797417.0,0.5,1.41,15.18,15.71,1.61
000001.SH,20160906,31618391865586.0,23188149318322.0,3897614830709.0,2876975464799.0,1028592297277.0,0.6,1.68,15.26,15.79,1.62
000001.SH,20160907,31651884889669.0,23208712761011.0,3902718304869.0,2876979155914.0,1028609103340.0,0.65,1.81,15.28,15.81,1.62
000001.SH,20160908,31691719154382.0,23243889961834.0,3902867485801.0,2878242601659.0,1029596965626.0,0.51,1.41,15.3,15.83,1.62
000001.SH,20160909,31534385786841.0,23122653216498.0,3903097254533.0,2878280437599.0,1029669689275.0,0.56,1.56,15.22,15.75,1.61
000001.SH,20160912,30967725124945.0,22718205010666.0,3903347582587.0,2878433102184.0,1029919978633.0,0.71,2.0,14.95,15.46,1.58
000001.SH,20160913,30970108274256.0,22716933695341.0,3903345832587.0,2878433102184.0,1029924725233.0,0.47,1.31,14.95,15.47,1.58
000001.SH,20160914,30765427639349.0,22557838050918.0,3904439283053.0,2878657131439.0,1030032580068.0,0.46,1.29,14.85,15.36,1.57
000001.SH,20160919,31019247539155.0,22717783531504.0,3907038320946.0,2878699131439.0,1030504030633.0,0.41,1.16,14.97,15.49,1.58
000001.SH,20160920,30982780614480.0,22703602932700.0,3907038320946.0,2880366692329.0,1031462636038.0,0.41,1.14,14.95,15.47,1.58
000001.SH,20160921,31026974942551.0,22729744056695.0,3907896463480.0,2880466392329.0,1031628173394.0,0.4,1.11,14.97,15.49,1.59
000001.SH,20160922,31207876925102.0,22868327842593.0,3908439965491.0,2883754325572.0,1031681012230.0,0.48,1.34,15.06,15.58,1.59
000001.SH,20160923,31138088040538.0,22817717077649.0,3908584320459.0,2883772843153.0,1031746861571.0,0.43,1.21,15.03,15.55,1.59
000001.SH,20160926,30612202558983.0,22438511844796.0,3909045908907.0,2883880448566.0,1032020493745.0,0.5,1.39,14.77,15.28,1.56
000001.SH,20160927,30821407840632.0,22563452091033.0,3912518643658.0,2884099333694.0,1032305984172.0,0.42,1.18,14.87,15.38,1.57
000001.SH,20160928,30727829065860.0,22494182204219.0,3914749009975.0,2886923204862.0,1034664368489.0,0.36,1.01,14.82,15.33,1.57
000001.SH,20160929,30845580390459.0,22589488414636.0,3915310618751.0,2887995057073.0,1035098891163.0,0.39,1.09,14.88,15.39,1.58
000001.SH,20160930,30915430087206.0,22639175194984.0,3916325874413.0,2888135579073.0,1035232753263.0,0.35,0.97,14.91,15.43,1.58
000001.SH,20161010,31372023244092.0,22968065407962.0,3917938308279.0,2888653409859.0,1035426105082.0,0.55,1.54,15.13,15.65,1.6
000001.SH,20161011,31629538039278.0,23089106623499.0,3921229776731.0,2888653455997.0,1035657125421.0,0.58,1.61,15.26,15.78,1.61
000001.SH,20161012,31553868182765.0,23034284134400.0,3921242041663.0,2888669887629.0,1035752471651.0,0.49,1.36,15.22,15.75,1.61
000001.SH,20161013,31571232001995.0,23055376127444.0,3923050062634.0,2888889293860.0,1035834793426.0,0.53,1.48,15.23,15.75,1.61
000001.SH,20161014,31639314556446.0,23091094302429.0,3926864655485.0,2890471860897.0,1036707129493.0,0.54,1.5,15.25,15.78,1.61
000001.SH,20161017,31416262545072.0,22925820142541.0,3926899505691.0,2890472405803.0,1036649788617.0,0.56,1.57,15.15,15.66,1.6
000001.SH,20161018,31859127955603.0,23244774097498.0,3927668931557.0,2890472405803.0,1036643850049.0,0.62,1.74,15.36,15.88,1.62
000001.SH,20161019,31871580423118.0,23247129344262.0,3927750791360.0,2890492294987.0,1036643670639.0,0.63,1.75,15.37,15.88,1.62
000001.SH,20161020,31884132564284.0,23250252230374.0,3928610506121.0,2890559083025.0,1037514403410.0,0.55,1.54,15.37,15.89,1.62
000001.SH,20161021,31985759760881.0,23320517544402.0,3930833234090.0,2891130835862.0,1038359462862.0,0.64,1.79,15.41,15.93,1.63
000001.SH,20161024,32384441028113.0,23597575900398.0,3931258750611.0,2891155435862.0,1038711694403.0,0.83,2.3,15.61,16.13,1.65
000001.SH,20161025,32438066430825.0,23617538427552.0,3931904304977.0,2890959924649.0,1039137561331.0,0.7,1.95,15.63,16.14,1.65
000001.SH,20161026,32290519368858.0,23506824127811.0,3933379883207.0,2891019924649.0,1039176652281.0,0.66,1.84,15.56,16.02,1.64
000001.SH,20161027,32251048228824.0,23465771318253.0,3933619646914.0,2891079924649.0,1039369502778.0,0.55,1.52,15.54,16.0,1.63
000001.SH,20161028,32215279588808.0,23410010285609.0,3934032146914.0,2891210874294.0,1039500831752.0,0.63,1.75,15.52,15.78,1.62
000001.SH,20161031,32206555788821.0,23376565829692.0,3934537412925.0,2891307726145.0,1039904886695.0,0.52,1.45,15.51,15.56,1.57
000001.SH,20161101,32426997435740.0,23521545129476.0,3934537392925.0,2891307726145.0,1039924318065.0,0.55,1.53,15.62,15.67,1.58
000001.SH,20161102,32217101278182.0,23359699808701.0,3934537392925.0,2891319341145.0,1040547498971.0,0.63,1.74,15.51,15.56,1.57
000001.SH,20161103,32490113624528.0,23558446377136.0,3934650070570.0,2891322022044.0,1039846374187.0,0.77,2.13,15.65,15.83,1.59
000001.SH,20161104,32447253945559.0,23520287726574.0,3934763630570.0,2891726260269.0,1040046261216.0,0.68,1.89,15.63,15.91,1.58
000001.SH,20161107,32528698231164.0,23582881805232.0,3934763630570.0,2891753519983.0,1040049413676.0,0.62,1.72,15.66,15.76,1.59
000001.SH,20161108,32692271994926.0,23683722732086.0,3935197696706.0,2891804189583.0,1040112831326.0,0.66,1.83,15.74,15.81,1.59
000001.SH,20161109,32498885113472.0,23537041036075.0,3935437696706.0,2891864189583.0,1040183062226.0,0.83,2.31,15.65,15.7,1.58
000001.SH,20161110,33006786648378.0,23832702365700.0,3938292508658.0,2892125939583.0,1040467408506.0,0.84,2.34,15.86,15.91,1.61
000001.SH,20161111,33280489519478.0,24028539164383.0,3938500120402.0,2892228586004.0,1040570054927.0,1.07,2.98,15.99,16.05,1.62
000001.SH,20161114,33441158637455.0,24156014996732.0,3938721495422.0,2892570671200.0,1040396912023.0,1.14,3.16,16.07,16.12,1.63
000001.SH,20161115,33396186930473.0,24124492044495.0,3938720536622.0,2892621851634.0,1040408054880.0,0.83,2.31,16.05,16.1,1.63
000001.SH,20161116,33379917884909.0,24123882266610.0,3938720536622.0,2892623601634.0,1040440560646.0,0.77,2.13,16.04,16.09,1.62
000001.SH,20161117,33417487041982.0,24165004813139.0,3938842846274.0,2892781477207.0,1040571721624.0,0.74,2.05,16.06,16.13,1.63
000001.SH,20161118,33257446748096.0,24050352274562.0,3938842846274.0,2893383298771.0,1041193543188.0,0.72,1.99,15.98,16.03,1.62
000001.SH,20161121,33542248231380.0,24248151728038.0,3939404430703.0,2893495418877.0,1041315740393.0,0.79,2.19,16.12,16.17,1.63
000001.SH,20161122,33868972995918.0,24485266070077.0,3939996487173.0,2893518418877.0,1041348140393.0,0.9,2.5,16.28,16.32,1.65
000001.SH,20161123,33818909028080.0,24453277946443.0,3940340895315.0,2893582175655.0,1041471747356.0,0.86,2.38,16.25,16.3,1.65
000001.SH,20161124,33852361210669.0,24478172525594.0,3940714235315.0,2893675746055.0,1041611615121.0,0.8,2.22,16.26,16.31,1.65
000001.SH,20161125,34106713409930.0,24668959791358.0,3941239694315.0,2896700611555.0,1039688883652.0,0.8,2.24,16.38,16.43,1.66
000001.SH,20161128,34272321066385.0,24818246141361.0,3941239694315.0,2897582983206.0,1040194859581.0,0.97,2.7,16.46,16.51,1.67
000001.SH,20161129,34352931966179.0,24917508705718.0,3941289760915.0,2897582983206.0,1040197349581.0,1.1,3.07,16.5,16.55,1.67
000001.SH,20161130,34147147912975.0,24665553532956.0,3947294210915.0,2898277891778.0,1040824661810.0,0.84,2.34,16.3,16.34,1.65
000001.SH,20161201,34381004236105.0,24836662616113.0,3947414560915.0,2898307981778.0,1040854751810.0,0.82,2.28,16.41,16.45,1.66
000001.SH,20161202,34206217689199.0,24658629939111.0,3948095636915.0,2898378390849.0,1040976634008.0,0.89,2.49,16.3,16.35,1.66
000001.SH,20161205,33828506815127.0,24364177538540.0,3948765927159.0,2899874313975.0,1042542108213.0,0.77,2.13,16.12,16.17,1.64
000001.SH,20161206,33767519202692.0,24319036888334.0,3949001698463.0,2899959767254.0,1042645699403.0,0.54,1.51,16.09,16.14,1.64
000001.SH,20161207,33988499078061.0,24484332237818.0,3949249306805.0,2900199782429.0,1042847258267.0,0.58,1.62,16.19,16.25,1.65
000001.SH,20161208,33941751494210.0,24449022138036.0,3951584298798.0,2900377132429.0,1042829118307.0,0.59,1.63,16.17,16.22,1.65
000001.SH,20161209,34194270457824.0,24635124050206.0,3951874612249.0,2900430967769.0,1042876340241.0,0.7,1.95,16.29,16.34,1.65
000001.SH,20161212,33437747770769.0,24119235598892.0,3951874612249.0,2900832746777.0,1043082535855.0,0.94,2.62,15.93,15.98,1.61
000001.SH,20161213,33432559469221.0,24131133295368.0,3955973645032.0,2903420190779.0,1043387565356.0,0.62,1.74,15.92,15.97,1.61
000001.SH,20161214,33301468901523.0,24042560078437.0,3956054565032.0,2905191605930.0,1044905269033.0,0.68,1.89,15.86,15.91,1.61
000001.SH,20161215,32982294667225.0,23817317614500.0,3956551900584.0,2905508087767.0,1045159842638.0,0.64,1.79,15.71,15.76,1.59
000001.SH,20161216,33012492606176.0,23842071638195.0,3956407881984.0,2905672781445.0,1045436808126.0,0.56,1.56,15.72,15.77,1.59
000001.SH,20161219,32965586280889.0,23878378984065.0,3956421755610.0,2916907747309.0,1046663670030.0,0.52,1.46,15.7,15.75,1.59
000001.SH,20161220,32844124571933.0,23763111122139.0,3960995766126.0,2918153541739.0,1047455536064.0,0.54,1.5,15.63,15.69,1.58
000001.SH,20161221,33217382619994.0,24030358155748.0,3961200102489.0,2918224533356.0,1047652328332.0,0.64,1.78,15.81,15.86,1.6
000001.SH,20161222,33240263065443.0,24061064199036.0,3961425550369.0,2918286823096.0,1047712612818.0,0.57,1.6,15.82,15.87,1.6
000001.SH,20161223,32956991054830.0,23876428900114.0,3961807374729.0,2919046661640.0,1047815276990.0,0.57,1.57,15.68,15.74,1.59
000001.SH,20161226,33104773245090.0,24004277232106.0,3962167383315.0,2920605437428.0,1048169209283.0,0.52,1.45,15.75,15.81,1.6
000001.SH,20161227,33035255909505.0,23940328631211.0,3962771979315.0,2920695437428.0,1048334868434.0,0.48,1.35,15.72,15.77,1.59
000001.SH,20161228,32918440822591.0,23856642141982.0,3963488214315.0,2920882508842.0,1048487690531.0,0.46,1.28,15.66,15.72,1.59
000001.SH,20161229,32889545130918.0,23823117638895.0,3964556058529.0,2921735422195.0,1048793511661.0,0.45,1.26,15.65,15.7,1.58
000001.SH,20161230,33000604163068.0,23895798180100.0,3966363508653.0,2922203532195.0,1050192813661.0,0.45,1.26,15.7,15.75,1.59
000001.SH,20170103,33356348212856.0,24154176825279.0,3966874155753.0,2922839072773.0,1050720998210.0,0.48,1.33,15.86,15.92,1.6
000001.SH,20170104,33619633262236.0,24334276715999.0,3971319906538.0,2922891580353.0,1050872911890.0,0.57,1.58,15.99,16.05,1.61
000001.SH,20170105,33700329163944.0,24407586765213.0,3971472769032.0,2922922065034.0,1051865385000.0,0.59,1.65,16.03,16.09,1.62
000001.SH,20170106,33599795797495.0,24363355861374.0,3971849369786.0,2923183606534.0,1052125532005.0,0.62,1.73,15.98,16.04,1.61
000001.SH,20170109,33781141936777.0,24513088846915.0,3972339507986.0,2924869778794.0,1053760151291.0,0.58,1.62,16.06,16.13,1.62
000001.SH,20170110,33710904575453.0,24445765965685.0,3973901135762.0,2925286231452.0,1053925430088.0,0.6,1.66,16.03,16.09,1.62
000001.SH,20170111,33498204279457.0,24278574516066.0,3976132055970.0,2925372891452.0,1054005417982.0,0.6,1.66,15.92,15.98,1.61
000001.SH,20170112,33358326685332.0,24165055345466.0,3976773055970.0,2925535632876.0,1054467179406.0,0.5,1.39,15.85,15.92,1.6
000001.SH,20170113,33332407589240.0,24150591619196.0,3976776627131.0,2925539204037.0,1054649625584.0,0.53,1.46,15.84,15.91,1.6
